滨海	海滨	5839130
道人	人道	5833460
公公	公公	5814964
图画	画图	5774896
鉴赏	赏鉴	5757836
担负	负担	5745964
人世	世人	5741846
领带	带领	5736966
奶牛	牛奶	5675118
后背	背后	5669256
日落	落日	5651864
下部	部下	5634520
源泉	泉源	5603004
政党	党政	5583738
上街	街上	5554614
核查	查核	5544234
响声	声响	5531916
色素	素色	5519056
盈盈	盈盈	5513146
集结	结集	5502384
田园	园田	5474086
翻滚	滚翻	5405546
找找	找找	5401362
期中	中期	5383422
毛毛	毛毛	5381816
煎熬	熬煎	5372002
年末	末年	5354590
粒子	子粒	5353908
行进	进行	5326794
海滨	滨海	5317562
声名	名声	5295136
事事	事事	5260730
可可	可可	5238842
明清	清明	5198920
笔下	下笔	5187714
学好	好学	5164288
证人	人证	5129230
外援	援外	5124642
压低	低压	5094218
依依	依依	5089846
腾飞	飞腾	5059094
蜜蜂	蜂蜜	5048558
邻近	近邻	5047150
商情	情商	5024704
面世	世面	5014266
分部	部分	4967506
上楼	楼上	4962500
动心	心动	4958712
产出	出产	4945718
舅舅	舅舅	4865252
动脉	脉动	4861202
尝尝	尝尝	4857680
唠叨	叨唠	4832774
防空	空防	4822672
平生	生平	4784056
落日	日落	4783442
温室	室温	4775050
水下	下水	4735986
盘算	算盘	4660968
形体	体形	4652126
情爱	爱情	4637494
画画	画画	4608990
娘娘	娘娘	4575600
脑后	后脑	4563648
觉察	察觉	4558986
体形	形体	4453044
金奖	奖金	4448866
能动	动能	4447868
成形	形成	4442848
家家	家家	4423210
损耗	耗损	4403000
变质	质变	4385942
换代	代换	4362008
爹爹	爹爹	4360902
阻拦	拦阻	4358982
白眼	眼白	4357374
名品	品名	4340858
火柴	柴火	4290784
运河	河运	4259806
黑发	发黑	4252122
伯伯	伯伯	4229354
下乡	乡下	4213038
兄长	长兄	4191252
前日	日前	4184082
爱抚	抚爱	4159840
姑姑	姑姑	4142626
红花	花红	4140248
回转	转回	4126148
眼花	花眼	4103176
毛发	发毛	4101832
拜拜	拜拜	4081758
总汇	汇总	4067702
心机	机心	4053948
算计	计算	4040868
星火	火星	4028444
好学	学好	4021792
长处	处长	4010840
依偎	偎依	4002230
痛心	心痛	3991166
叫喊	喊叫	3943924
嚷嚷	嚷嚷	3940126
鸡肉	肉鸡	3936958
守信	信守	3927412
应答	答应	3912140
调情	情调	3911466
肠胃	胃肠	3903042
苍穹	穹苍	3901788
皮包	包皮	3897160
顶峰	峰顶	3893740
皮毛	毛皮	3882620
女巫	巫女	3852440
云彩	彩云	3847970
亮光	光亮	3844618
实事	事实	3842558
手把手	手把手	3825102
质保	保质	3790046
贮存	存贮	3731736
转转	转转	3725288
痒痒	痒痒	3720752
情敌	敌情	3686864
队列	列队	3685310
火炮	炮火	3674234
夜夜	夜夜	3657256
农林	林农	3651240
躲闪	闪躲	3644424
式样	样式	3634022
姥姥	姥姥	3630612
山河	河山	3614470
评述	述评	3604450
选民	民选	3592446
挥发	发挥	3583700
刷牙	牙刷	3572950
末期	期末	3528072
选票	票选	3520682
多伦多	多伦多	3519090
转回	回转	3500868
彩云	云彩	3495414
了了	了了	3485462
状告	告状	3478620
月月	月月	3470032
案发	发案	3439726
夜半	半夜	3430452
千秋	秋千	3421694
能耗	耗能	3380684
羔羊	羊羔	3376606
电热	热电	3376362
喘气	气喘	3369930
集聚	聚集	3351050
发白	白发	3337014
出外	外出	3307094
积聚	聚积	3304300
降下	下降	3298478
血流	流血	3295492
装卸	卸装	3281410
电光	光电	3274478
演义	义演	3259542
清查	查清	3230730
天明	明天	3224146
喊叫	叫喊	3197656
旋涡	涡旋	3187874
领头	头领	3150120
阁楼	楼阁	3143154
长生	生长	3139340
泪眼	眼泪	3123032
妒忌	忌妒	3119028
重病	病重	3096370
球门	门球	3094136
分得	得分	3088288
房客	客房	3081734
别离	离别	3075784
一统	统一	3074304
摇动	动摇	3073870
产妇	妇产	3040440
云层	层云	3038778
水滴	滴水	3035520
生人	人生	3018964
笔画	画笔	3005486
猩猩	猩猩	3000512
勘查	查勘	2961356
滴水	水滴	2953350
酿酒	酒酿	2940808
负重	重负	2922796
胃肠	肠胃	2917218
版图	图版	2879854
牙刷	刷牙	2878454
难为	为难	2875972
波长	长波	2872978
下地	地下	2871538
画笔	笔画	2865056
谈笑	笑谈	2862602
地基	基地	2861052
贩毒	毒贩	2855286
云云	云云	2845340
会意	意会	2839722
融融	融融	2829340
烟云	云烟	2811940
集市	市集	2790446
结巴	巴结	2770398
萧萧	萧萧	2767044
裂开	开裂	2764764
歌颂	颂歌	2764406
望望	望望	2753738
效仿	仿效	2733440
炮火	火炮	2730900
动能	能动	2729836
心腹	腹心	2710246
家当	当家	2696874
台灯	灯台	2684430
市面	面市	2684064
导电	电导	2678128
草药	药草	2676972
利税	税利	2662424
道门	门道	2661754
根除	除根	2654936
前门	门前	2643744
害虫	虫害	2629696
袅袅	袅袅	2628010
重负	负重	2622576
烟尘	尘烟	2616676
音调	调音	2610138
实证	证实	2607234
毛绒	绒毛	2606788
赛马	马赛	2598678
深水	水深	2580918
大哥大	大哥大	2577962
黄牛	牛黄	2557422
焰火	火焰	2554546
面市	市面	2544692
药丸	丸药	2532776
瑟瑟	瑟瑟	2527154
气喘	喘气	2500286
水深	深水	2491586
本草	草本	2476924
隆隆	隆隆	2462706
画图	图画	2459590
查清	清查	2452216
怜爱	爱怜	2449360
臂膀	膀臂	2438356
剪裁	裁剪	2437128
闪躲	躲闪	2430370
汽水	水汽	2430344
发黑	黑发	2418062
背脊	脊背	2399410
发散	散发	2394230
下放	放下	2380428
唏嘘	嘘唏	2373312
明说	说明	2370984
潺潺	潺潺	2359264
油菜	菜油	2355922
爱怜	怜爱	2351806
留存	存留	2350684
背靠	靠背	2340842
票选	选票	2334812
逃窜	窜逃	2315164
包皮	皮包	2299884
转运	运转	2295284
楼阁	阁楼	2290022
告状	状告	2283042
沉浮	浮沉	2277734
毛皮	皮毛	2276898
秋千	千秋	2276218
笑谈	谈笑	2272280
文盲	盲文	2268738
末年	年末	2260678
眼红	红眼	2248312
伤悲	悲伤	2245700
头领	领头	2209406
评书	书评	2209266
吸吮	吮吸	2206284
清偿	偿清	2182478
击打	打击	2155918
借出	出借	2148802
采风	风采	2147400
室温	温室	2144094
后事	事后	2129560
绒毛	毛绒	2128792
心爱	爱心	2128480
法文	文法	2124788
度量	量度	2120868
出借	借出	2112706
奋发	发奋	2100836
裁剪	剪裁	2098490
牌号	号牌	2087896
苦痛	痛苦	2074276
整修	修整	2074124
心醉	醉心	2068270
过路	路过	2062006
映衬	衬映	2052864
世面	面世	2048752
火炉	炉火	2047880
修整	整修	2039658
风寒	寒风	2035962
兵士	士兵	2035420
损毁	毁损	2034872
花盆	盆花	2022294
工矿	矿工	2021748
洗刷	刷洗	2009454
峰顶	顶峰	2009236
答对	对答	1990566
油灯	灯油	1971068
眩目	目眩	1947612
评点	点评	1937626
算盘	盘算	1936790
母乳	乳母	1933398
鼓手	手鼓	1929830
车马	马车	1918332
巴结	结巴	1916670
开裂	裂开	1899918
师尊	尊师	1892966
导引	引导	1889556
热电	电热	1886272
脉动	动脉	1880086
盒饭	饭盒	1870310
生发	发生	1868972
失散	散失	1859350
父老	老父	1846004
玲玲	玲玲	1845130
锁上	上锁	1837712
肉鸡	鸡肉	1835528
发毛	毛发	1830854
红眼	眼红	1826146
脱出	出脱	1825070
螺钉	钉螺	1823394
饭盒	盒饭	1812938
出逃	逃出	1807956
草本	本草	1801712
托付	付托	1797826
分时	时分	1777600
将门	门将	1764908
河内	内河	1725642
讲演	演讲	1696838
喳喳	喳喳	1695628
内河	河内	1692106
云烟	烟云	1690628
强加	加强	1684202
飞腾	腾飞	1677626
信守	守信	1672590
脊背	背脊	1663602
物产	产物	1656818
载重	重载	1646268
机长	长机	1641902
情商	商情	1639788
国法	法国	1634716
雕花	花雕	1631950
揉搓	搓揉	1620480
马鞍	鞍马	1608946
初年	年初	1602872
肉牛	牛肉	1600830
心安	安心	1600660
运载	载运	1600494
吞并	并吞	1600356
花茶	茶花	1598718
马赛	赛马	1597350
比比	比比	1579810
仿效	效仿	1578352
拦阻	阻拦	1572962
后脑	脑后	1570184
头骨	骨头	1567768
悔改	改悔	1566684
囡囡	囡囡	1564994
体液	液体	1543848
门道	道门	1533058
高升	升高	1520638
散播	播散	1518704
嬷嬷	嬷嬷	1506538
水井	井水	1484970
文法	法文	1484694
浮沉	沉浮	1473600
战备	备战	1468964
目眩	眩目	1468644
病重	重病	1462024
醉心	心醉	1457548
老父	父老	1457146
保质	质保	1456418
创始	始创	1447370
悻悻	悻悻	1446942
器乐	乐器	1446490
节气	气节	1446370
诗作	作诗	1445636
市集	集市	1440506
沿河	河沿	1437570
列队	队列	1433816
落座	座落	1429236
重载	载重	1415676
来由	由来	1403456
工兵	兵工	1401696
质变	变质	1401526
受难	难受	1382722
事理	理事	1381614
年历	历年	1381268
吮吸	吸吮	1371390
报时	时报	1366042
散打	打散	1361590
葬送	送葬	1352840
岁岁	岁岁	1339260
上锁	锁上	1337996
药草	草药	1331920
打散	散打	1323246
报喜	喜报	1317842
红脸	脸红	1312814
神女	女神	1290896
号牌	牌号	1290846
长工	工长	1290130
述评	评述	1290024
嫂嫂	嫂嫂	1287150
融通	通融	1283876
铮铮	铮铮	1274622
河山	山河	1269760
毁损	损毁	1269552
音译	译音	1266078
纱窗	窗纱	1264358
蓄积	积蓄	1262458
巫女	女巫	1251756
搓揉	揉搓	1250142
载荷	荷载	1249558
激愤	愤激	1248858
毒贩	贩毒	1248788
发奋	奋发	1246758
边沿	沿边	1246224
里屋	屋里	1243874
膏药	药膏	1239718
讯问	问讯	1235316
炉火	火炉	1223982
选编	编选	1221924
褶皱	皱褶	1220422
花灯	灯花	1219626
产房	房产	1214370
退隐	隐退	1208840
框框	框框	1201432
物证	证物	1193500
靠背	背靠	1193230
井水	水井	1190374
劝解	解劝	1185766
惶惶	惶惶	1184994
歇歇	歇歇	1172786
菜花	花菜	1157500
救急	急救	1156030
脱逃	逃脱	1155828
开脱	脱开	1146714
水汽	汽水	1140614
下笔	笔下	1139828
存贮	贮存	1132534
艺文	文艺	1128148
会聚	聚会	1127204
敌情	情敌	1118354
荷载	载荷	1117684
作诗	诗作	1111658
领受	受领	1107910
亚细亚	亚细亚	1102356
海内	内海	1102234
习习	习习	1097518
涓涓	涓涓	1084206
柴火	火柴	1077774
药膏	膏药	1075570
套套	套套	1071710
舞伴	伴舞	1056400
球手	手球	1049242
调转	转调	1046104
存留	留存	1032196
组分	分组	1028078
茶花	花茶	1020252
除根	根除	1009344
盆花	花盆	1000862
烧火	火烧	997916
食粮	粮食	995268
饽饽	饽饽	978490
宾主	主宾	973320
忌妒	妒忌	972270
气节	节气	970912
乐音	音乐	957572
乱搞	搞乱	951018
闻风	风闻	940840
花市	市花	932030
尊师	师尊	931852
和缓	缓和	929742
菜油	油菜	927060
耗能	能耗	924472
厚薄	薄厚	922474
泥水	水泥	920914
充填	填充	920796
明证	证明	912336
耗损	损耗	909282
果糖	糖果	893206
长波	波长	885218
幢幢	幢幢	880852
量变	变量	878788
颂歌	歌颂	877320
俄亥俄	俄亥俄	876396
调色	色调	872478
义演	演义	872180
虫害	害虫	869990
隐退	退隐	869724
捷报	报捷	868570
告警	警告	865032
发案	案发	864350
作协	协作	862866
问讯	讯问	862248
始创	创始	858630
窗纱	纱窗	858094
意会	会意	857736
轮渡	渡轮	855886
援救	救援	835680
结集	集结	834798
迟延	延迟	831640
蛋鸡	鸡蛋	827142
手球	球手	825816
人犯	犯人	820604
承继	继承	818902
门房	房门	818236
近邻	邻近	811706
散失	失散	811424
捕猎	猎捕	804514
蝈蝈	蝈蝈	803642
心焦	焦心	801026
蛀虫	虫蛀	788896
对答	答对	787038
牛黄	黄牛	779474
港商	商港	777398
主顾	顾主	774636
花红	红花	768592
人证	证人	764094
石灰石	石灰石	760994
案犯	犯案	750156
炭火	火炭	744918
纪年	年纪	742188
量度	度量	736228
大姐大	大姐大	734452
渡轮	轮渡	731902
通融	融通	723186
举荐	荐举	721152
素色	色素	720814
尖顶	顶尖	715964
生养	养生	702964
贺电	电贺	699478
问询	询问	697114
麦冬	冬麦	696836
偎依	依偎	693778
白蛋白	白蛋白	687978
天变	变天	686066
泉源	源泉	674272
石榴石	石榴石	671212
图版	版图	666192
新年新	新年新	664836
狒狒	狒狒	658936
汤面	面汤	653716
犯案	案犯	650984
变天	天变	648098
淙淙	淙淙	646206
审评	评审	645742
送葬	葬送	645322
脱开	开脱	645134
语词	词语	639376
查核	核查	636428
注脚	脚注	629506
蚕桑	桑蚕	619700
机心	心机	619530
喜报	报喜	617992
代换	换代	615378
皱褶	褶皱	613950
弹子	子弹	611546
伴舞	舞伴	608462
言传	传言	607704
羊羔	羔羊	588254
搞乱	乱搞	587632
收税	税收	587502
刷洗	洗刷	582534
禽肉	肉禽	577526
会商	商会	571044
支开	开支	569132
师法	法师	566920
民选	选民	563808
尘烟	烟尘	562644
证物	物证	557976
烁烁	烁烁	547148
冰棒	棒冰	543500
调音	音调	538314
贴补	补贴	530062
载运	运载	526300
论理	理论	523474
猎捕	捕猎	503998
轮班	班轮	502524
形变	变形	501070
量力	力量	496850
乳母	母乳	495650
麻黄	黄麻	495492
威权	权威	490678
学力	力学	490214
鞍马	马鞍	486674
妇产	产妇	486594
月半	半月	484068
粑粑	粑粑	482276
长兄	兄长	480586
译音	音译	479864
论争	争论	473860
花雕	雕花	471900
盲文	文盲	468956
眼白	白眼	466424
照护	护照	454644
班轮	轮班	440530
沿边	边沿	440084
油茶	茶油	431686
舰炮	炮舰	422324
赏玩	玩赏	421522
并吞	吞并	420522
花菜	菜花	409160
征象	象征	408048
荡涤	涤荡	407410
花眼	眼花	404076
工长	长工	403846
法办	办法	400972
行旅	旅行	399066
洽商	商洽	397620
卸装	装卸	396044
士绅	绅士	393846
穹苍	苍穹	393052
玩赏	赏玩	389462
棉籽	籽棉	388056
聚积	积聚	383938
风闻	闻风	378786
虫蛀	蛀虫	376100
查勘	勘查	373230
滚翻	翻滚	371400
编选	选编	370090
壤土	土壤	369142
酒酿	酿酒	368904
势态	态势	351660
涤荡	荡涤	349818
蛛蛛	蛛蛛	348320
商洽	洽商	345888
门球	球门	342882
桐油	油桐	342834
辰时	时辰	340584
内海	海内	335608
豪富	富豪	334744
涡旋	旋涡	332080
税利	利税	328704
电导	导电	328128
市花	花市	326788
黄麻	麻黄	325842
炮舰	舰炮	325136
桑蚕	蚕桑	316490
兵工	工兵	304720
籽棉	棉籽	303054
腹心	心腹	296276
烟煤	煤烟	295954
靛蓝	蓝靛	293864
河沿	沿河	293790
面汤	汤面	290854
灯台	台灯	290746
邦联	联邦	287342
肉猪	猪肉	285280
援外	外援	284484
菜蔬	蔬菜	283976
层云	云层	282754
子叶	叶子	282022
茶油	油茶	280372
卫护	护卫	266956
火炭	炭火	266648
报捷	捷报	262534
丸药	药丸	260606
转调	调转	259496
灯油	油灯	259308
丧服	服丧	254940
棒冰	冰棒	254396
喁喁	喁喁	251964
灯花	花灯	251922
播散	散播	242748
猫熊	熊猫	241146
受领	领受	238768
手鼓	鼓手	234554
抚爱	爱抚	232820
印油	油印	227536
熟谙	谙熟	225694
油印	印油	225244
肉禽	禽肉	225154
杆秤	秤杆	220878
谙熟	熟谙	220044
主宾	宾主	218794
煤烟	烟煤	215252
脚注	注脚	212480
愤激	激愤	212458
顾主	主顾	207666
蠕蠕	蠕蠕	207344
长机	机长	197198
油石	石油	195026
六六六	六六六	191140
薄厚	厚薄	189528
油桐	桐油	187656
盐井	井盐	186226
园田	田园	185778
林农	农林	184006
友朋	朋友	179030
庇荫	荫庇	177358
焦心	心焦	172048
标图	图标	170292
渣油	油渣	168892
空防	防空	167148
逗引	引逗	164568
法官法	法官法	162376
装假	假装	156738
护养	养护	155882
付托	托付	147058
钉螺	螺钉	143018
熬煎	煎熬	142284
电贺	贺电	135606
窜逃	逃窜	135334
解劝	劝解	135282
蓝靛	靛蓝	132464
偿清	清偿	131918
荐举	举荐	129976
出脱	脱出	129308
叨唠	唠叨	128568
冬麦	麦冬	127756
商港	港商	127340
管保	保管	125280
赏鉴	鉴赏	118978
膀臂	臂膀	117068
引逗	逗引	115004
脂油	油脂	113580
油渣	渣油	113524
扮装	装扮	107806
酬报	报酬	105674
服丧	丧服	104000
荫庇	庇荫	103200
子粒	粒子	97924
改悔	悔改	94318
秤杆	杆秤	91972
河运	运河	89984
棒球棒	棒球棒	81264
衬映	映衬	78160
井盐	盐井	74484
嘘唏	唏嘘	70362
寓公	公寓	68538
